,Time,Number_of_Casualties,Day_of_Week,Road_Type,Speed_limit,Light_Conditions,Weather_Conditions,Road_Surface_Conditions,Urban_or_Rural_Area,Did_Police_Officer_Attend_Scene_of_Accident,Junction_Detail,Number_of_Vehicles,Accident_Severity,Road_Surface_Condition
195,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Otros,1,Leve,Seca
196,Tarde,1,Día laboral,Desconocida,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
197,Noche,1,Día laboral,Calzada,60.0,Oscuridad_Sin_Iluminacion,Otro,4,Rural,Si,Otros,1,Leve,Hielo
198,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Leve,Húmeda
199,Tarde,1,Día laboral,1SoloSentido,30.0,Oscuridad_Iluminacion_Desconocida,"Bien, con vientos suaves",2,Rural,Si,No_hay_cruce,1,Leve,Húmeda
200,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
201,Mañana,1,Día laboral,Calzada,30.0,Diurna,Desconocido,1,Rural,Si,No_hay_cruce,1,Leve,Seca
202,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
203,Mañana,1,Fin de semana,Desconocida,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
204,Tarde,1,Día laboral,Desconocida,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Otros,1,Leve,Seca
205,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
206,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos fuertes",1,Rural,Si,No_hay_cruce,1,Fatal,Seca
207,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
208,Tarde,1,Día laboral,Calzada,30.0,Diurna,Nevando,3,Urbano,Si,No_hay_cruce,1,Leve,Nieve
209,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
210,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Fatal,Seca
211,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,Desconocido,1,Urbano,No,No_hay_cruce,1,Leve,Seca
212,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,Lluvioso,2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
213,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
214,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Leve,Seca
215,Tarde,1,Fin de semana,Calzada,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
216,Tarde,2,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,No,No_hay_cruce,1,Leve,Húmeda
217,Tarde,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,No,T,1,Leve,Húmeda
218,Noche,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,T,1,Leve,Húmeda
219,Tarde,1,Día laboral,Calzada,20.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,Encrucijada,1,Leve,Húmeda
220,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,T,1,Leve,Húmeda
221,Noche,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
222,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Fatal,Seca
223,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Serio,Seca
224,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
225,Noche,1,Día laboral,Autovia,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
226,Mañana,1,Fin de semana,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Fatal,Seca
227,Tarde,1,Día laboral,Autovia,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,+4salidas,1,Leve,Seca
228,Tarde,2,Día laboral,Calzada,60.0,Oscuridad_Sin_Iluminacion,"Bien, con vientos suaves",2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
229,Tarde,1,Día laboral,Desconocida,30.0,Diurna,Otro,1,Urbano,Si,No_hay_cruce,1,Leve,Seca
230,Mañana,1,Día laboral,Autovia,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
231,Noche,1,Día laboral,Desconocida,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,T,1,Leve,Seca
232,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
233,Tarde,1,Día laboral,Rotonda,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Rotonda,1,Leve,Seca
234,Mañana,2,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
235,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,+4salidas,1,Serio,Seca
236,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
237,Tarde,1,Día laboral,Circunvalacion,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
238,Tarde,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
239,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Fatal,Seca
240,Noche,1,Día laboral,Calzada,60.0,Oscuridad_Sin_Iluminacion,"Lluvioso, con vientos fuertes",2,Rural,Si,No_hay_cruce,1,Leve,Húmeda
241,Mañana,2,Día laboral,Calzada,30.0,Diurna,Lluvioso,2,Urbano,Si,T,1,Leve,Húmeda
242,Mañana,1,Día laboral,Calzada,30.0,Diurna,Lluvioso,2,Urbano,Si,T,1,Leve,Húmeda
243,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
244,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
245,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
246,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Encrucijada,1,Serio,Seca
247,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
248,Tarde,4,Fin de semana,Calzada,30.0,Diurna,Lluvioso,2,Urbano,Si,T,1,Leve,Húmeda
249,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Serio,Seca
250,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Serio,Seca
251,Noche,1,Día laboral,Calzada,30.0,Diurna,Lluvioso,2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
252,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
253,Tarde,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
254,Noche,1,Día laboral,1SoloSentido,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
255,Noche,1,Día laboral,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
256,Noche,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
257,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
258,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
259,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
260,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
261,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
262,Mañana,1,Día laboral,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
263,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
264,Tarde,1,Fin de semana,Rotonda,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Rotonda,1,Leve,Seca
265,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
266,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Encrucijada,1,Serio,Seca
267,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
268,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,+4salidas,1,Leve,Seca
269,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
270,Noche,1,Fin de semana,1SoloSentido,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
271,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
272,Noche,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
273,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
274,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
275,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
276,Mañana,1,Día laboral,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
277,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
278,Noche,2,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
279,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
280,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
281,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
282,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
283,Noche,1,Día laboral,Rotonda,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Rotonda,1,Leve,Seca
284,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
285,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
286,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
287,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
288,Madrugada,1,Día laboral,Autovia,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,Entrada_Privada,1,Serio,Seca
289,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
290,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
291,Mañana,1,Fin de semana,Rotonda,20.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,Rotonda,1,Leve,Húmeda
292,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
293,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
294,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
295,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
296,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
297,Mañana,2,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
298,Noche,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
299,Mañana,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Leve,Seca
300,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Rural,Si,T,1,Fatal,Seca
301,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
302,Mañana,1,Fin de semana,Desconocida,20.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
303,Noche,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,Otros,1,Serio,Seca
304,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
305,Tarde,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Lluvioso, con vientos fuertes",2,Urbano,Si,Encrucijada,1,Leve,Húmeda
306,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Serio,Húmeda
307,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
308,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,+4salidas,1,Leve,Seca
309,Noche,2,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos fuertes",1,Urbano,Si,T,1,Leve,Seca
310,Tarde,2,Día laboral,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Otros,1,Leve,Seca
311,Tarde,1,Día laboral,Autovia,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,Otros,1,Leve,Seca
312,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
313,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
314,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,No,+4salidas,1,Serio,Seca
315,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
316,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Entrada_Privada,1,Serio,Seca
317,Noche,1,Día laboral,Rotonda,70.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,Rotonda,1,Serio,Seca
318,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
319,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
320,Noche,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
321,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
322,Mañana,1,Día laboral,Calzada,30.0,Diurna,Lluvioso,2,Urbano,Si,Rotonda,1,Leve,Húmeda
323,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
324,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,Otros,1,Serio,Seca
325,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Leve,Seca
326,Tarde,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
327,Mañana,1,Día laboral,Calzada,60.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
328,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
329,Mañana,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
330,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
331,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
332,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Otros,1,Leve,Seca
333,Tarde,1,Fin de semana,Autovia,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
334,Tarde,2,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
335,Mañana,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,+4salidas,1,Leve,Seca
336,Mañana,1,Día laboral,Calzada,50.0,Oscuridad_Luces_Encendidas,"Lluvioso, con vientos fuertes",2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
337,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
338,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
339,Noche,1,Fin de semana,Desconocida,30.0,Oscuridad_Iluminacion_Desconocida,Desconocido,1,Urbano,Si,No_hay_cruce,1,Fatal,Seca
340,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
341,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
342,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
343,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
344,Tarde,1,Fin de semana,Calzada,40.0,Diurna,"Bien, con vientos suaves",2,Rural,Si,No_hay_cruce,1,Serio,Húmeda
345,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
346,Tarde,2,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
347,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
348,Mañana,1,Fin de semana,Autovia,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
349,Mañana,1,Día laboral,Calzada,30.0,Diurna,Otro,1,Urbano,Si,T,1,Leve,Seca
350,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
351,Tarde,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
352,Mañana,1,Día laboral,Calzada,30.0,Diurna,Lluvioso,2,Urbano,Si,T,1,Leve,Húmeda
353,Tarde,1,Fin de semana,1SoloSentido,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
354,Tarde,1,Fin de semana,Calzada,60.0,Diurna,"Bien, con vientos suaves",2,Rural,No,T,1,Leve,Húmeda
355,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
356,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
357,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
358,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,No,No_hay_cruce,1,Leve,Seca
359,Tarde,1,Fin de semana,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
360,Noche,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
361,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
362,Noche,1,Fin de semana,Calzada,30.0,Diurna,Lluvioso,2,Urbano,No,No_hay_cruce,1,Leve,Húmeda
363,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
364,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Leve,Seca
365,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,T,1,Leve,Seca
366,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
367,Tarde,1,Día laboral,Calzada,40.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
368,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
369,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
370,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Leve,Seca
371,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Leve,Seca
372,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
373,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
374,Mañana,1,Fin de semana,Rotonda,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Rotonda,1,Serio,Seca
375,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Serio,Seca
376,Noche,1,Fin de semana,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
377,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Entrada_Privada,1,Serio,Seca
378,Noche,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,T,1,Leve,Seca
379,Noche,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
380,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,+4salidas,1,Leve,Seca
381,Noche,1,Fin de semana,Calzada,30.0,Diurna,Desconocido,-1,Urbano,No se reporto,T,1,Leve,Seca
382,Tarde,1,Día laboral,Autovia,70.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Serio,Seca
383,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
384,Tarde,1,Día laboral,Desconocida,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,No,No_hay_cruce,1,Serio,Seca
385,Tarde,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,Otros,1,Leve,Húmeda
386,Noche,1,Día laboral,Calzada,40.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",1,Rural,Si,No_hay_cruce,1,Serio,Seca
387,Mañana,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
388,Mañana,1,Fin de semana,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,No_hay_cruce,1,Leve,Seca
389,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Sin_Iluminacion,Desconocido,1,Urbano,Si,Encrucijada,1,Leve,Seca
390,Noche,1,Día laboral,Calzada,30.0,Oscuridad_Luces_Encendidas,"Bien, con vientos suaves",2,Urbano,Si,No_hay_cruce,1,Leve,Húmeda
391,Tarde,1,Día laboral,Calzada,30.0,Diurna,"Bien, con vientos suaves",1,Urbano,Si,Encrucijada,1,Serio,Seca
